url,protocol,FQDN,RDN,mld,freeURL,domain_age,URL_length,FQDN_length,mld_length,freeURL_dots,redirection_status,domain_level,class
http://paypal.co.uk.userusau0jsescq.settingsppup.com/Parental_Control.cfm?fp=lrVB8qeSS9sPb93ZPPJG3PqE6u76TfrgDn9HDronFAA9NUy6h6Qdk6LybFlLen66B58RLiqH95M2dbLIqkWtAPMjS07ChI4iZ1jQ6vjnm2Lm6aZr82fTW42ezxQrQ6TAdiDUEvMwC2F2tV4yiKrPBKjyXvTGs5XRABFKkPYY1Tx55MRmJLoohIM5evjJrsjsCZZrmeEK5Vi4IZivCqQ%206g==&amp;maxads=0&amp;kld=1003&amp;yprpnd=wqox5e7e9%207fWlnVN%20qatmZyodZ%200MzKK0Xp7zuoXAs=&amp;prvtof=7EW3Nq4B87pYYW98Uv6eeAaN2ZBKLM2xwET10BE%201Sk=&amp;&amp;kt=112&amp;ki=21796090&amp;ktd=0&amp;kp=4,http,paypal.co.uk.userusau0jsescq.settingsppup.com,settingsppup.com,settingsppup,"['paypal.co.uk.userusau0jsescq', '/Parental_Control.cfmfp=lrVB8qeSS9sPb93ZPPJG3PqE6u76TfrgDn9HDronFAA9NUy6h6Qdk6LybFlLen66B58RLiqH95M2dbLIqkWtAPMjS07ChI4iZ1jQ6vjnm2Lm6aZr82fTW42ezxQrQ6TAdiDUEvMwC2F2tV4yiKrPBKjyXvTGs5XRABFKkPYY1Tx55MRmJLoohIM5evjJrsjsCZZrmeEK5Vi4IZivCqQ%206g==&amp;maxads=0&amp;kld=1003&amp;yprpnd=wqox5e7e9%207fWlnVN%20qatmZyodZ%200MzKK0Xp7zuoXAs=&amp;prvtof=7EW3Nq4B87pYYW98Uv6eeAaN2ZBKLM2xwET10BE%201Sk=&amp;&amp;kt=112&amp;ki=21796090&amp;ktd=0&amp;kp=4']",717,492,45,12,4,0,1,1
http://www.formbuddy.com/cgi-bin/formdisp.pl?u=adminnet&f=mailcenter,http,www.formbuddy.com,formbuddy.com,formbuddy,"['www', '/cgi-bin/formdisp.plu=adminnet&f=mailcenter']",7264,68,17,9,1,0,1,1
http://servicemazoneorder.demoparlour.com/secure/resolve-account,http,servicemazoneorder.demoparlour.com,demoparlour.com,demoparlour,"['servicemazoneorder', '/secure/resolve-account']",2033,64,34,11,0,0,1,1
https://docs.google.com/forms/d/e/1FAIpQLSdT4Gejjvj3TjBC2HwIlkROQFZuitSQJZaG4y2xWFBG1YkuLw/viewform,https,docs.google.com,google.com,google,"['docs', '/forms/d/e/1FAIpQLSdT4Gejjvj3TjBC2HwIlkROQFZuitSQJZaG4y2xWFBG1YkuLw/viewform']",8203,99,15,6,0,0,1,1
http://eostechnologies.net/wp-admin/network/boxMrenewal.php,http,eostechnologies.net,eostechnologies.net,eostechnologies,"['', '/wp-admin/network/boxMrenewal.php']",2104,59,19,15,1,0,1,1
https://docs.google.com/forms/d/e/1FAIpQLSfvZr4_EOfmdLjiMEYf_YWblZSdslsPryx30Vd9IkF4sQi9dQ/viewform?usp=send_form,https,docs.google.com,google.com,google,"['docs', '/forms/d/e/1FAIpQLSfvZr4_EOfmdLjiMEYf_YWblZSdslsPryx30Vd9IkF4sQi9dQ/viewformusp=send_form']",8203,113,15,6,0,0,1,1
https://docs.google.com/forms/d/e/1FAIpQLSfpGK1KqgL1qEfGpyhfoiBzP2OOkNggrm6DDZQ80zcTTnwDhQ/viewform,https,docs.google.com,google.com,google,"['docs', '/forms/d/e/1FAIpQLSfpGK1KqgL1qEfGpyhfoiBzP2OOkNggrm6DDZQ80zcTTnwDhQ/viewform']",8203,99,15,6,0,0,1,1
https://autolike.biz/,https,autolike.biz,autolike.biz,autolike,"['', '/']",1599,21,12,8,0,,1,1
https://www.123formbuilder.com/form-5220557/,https,www.123formbuilder.com,123formbuilder.com,123formbuilder,"['www', '/form-5220557/']",2596,44,22,14,0,0,1,1
http://leesangku.com/pruboard/technote/config/infortext/cnexionchezorv/f8ae6566596cc4aa1d37c98b323a0b40/,http,leesangku.com,leesangku.com,leesangku,"['', '/pruboard/technote/config/infortext/cnexionchezorv/f8ae6566596cc4aa1d37c98b323a0b40/']",6588,104,13,9,0,0,1,1
https://solospizza-my.sharepoint.com/:b:/p/bruce/EftHUmXThTVFroZh6tIK-0MB6xFlnXWaPcG_SrVXXDv_MQ?e=NlgqjM,https,solospizza-my.sharepoint.com,sharepoint.com,sharepoint,"['solospizza-my', '/:b:/p/bruce/EftHUmXThTVFroZh6tIK-0MB6xFlnXWaPcG_SrVXXDv_MQe=NlgqjM']",7874,104,28,10,0,1,1,1
https://gmtsusa.com/onedrive/box/,https,gmtsusa.com,gmtsusa.com,gmtsusa,"['', '/onedrive/box/']",278,33,11,7,0,,1,1
http://cheaproomsvalencia.com/Paypal/Support/ID-NUMB931/myaccount/signin,http,cheaproomsvalencia.com,cheaproomsvalencia.com,cheaproomsvalencia,"['', '/Paypal/Support/ID-NUMB931/myaccount/signin']",3143,72,22,18,0,0,1,1
https://docs.google.com/forms/d/e/1FAIpQLSdOF8Zaxh7GMwn6p52TieWy82bOsPi_ChvOvRjsBkz7X80ctQ/viewform?fbzx=7528884978600624998,https,docs.google.com,google.com,google,"['docs', '/forms/d/e/1FAIpQLSdOF8Zaxh7GMwn6p52TieWy82bOsPi_ChvOvRjsBkz7X80ctQ/viewformfbzx=7528884978600624998']",8203,124,15,6,0,0,1,1
http://www.cmfraj.org/js/tat.php,http,www.cmfraj.org,cmfraj.org,cmfraj,"['www', '/js/tat.php']",5062,32,14,6,1,0,1,1
http://623112j4j3.codesandbox.io/index.html,http,623112j4j3.codesandbox.io,codesandbox.io,codesandbox,"['623112j4j3', '/index.html']",1193,43,25,11,1,0,1,1
http://email302.com/l/5fc15ea15e66c082e33c48babd5a8ff601a799e6/[emailÃÂÃÂ protected]tageapp.com/-/www.paypal.com/cgi-bin,http,email302.com,email302.com,email302,"['', '/l/5fc15ea15e66c082e33c48babd5a8ff601a799e6/[emailÃ\x83Â\x82Ã\x82Â\xa0protected]tageapp.com/-/www.paypal.com/cgi-bin']",653,123,12,8,3,1,1,1
http://www.marittahallani.com/dev/yomechase/verification-email.php,http,www.marittahallani.com,marittahallani.com,marittahallani,"['www', '/dev/yomechase/verification-email.php']",1595,66,22,14,1,0,1,1
http://www.forgetitcredit.ca/nz1/DHLAUTO/,http,www.forgetitcredit.ca,forgetitcredit.ca,forgetitcredit,"['www', '/nz1/DHLAUTO/']",1347,41,21,14,0,0,1,1
https://knshi.com/sempre/presente/premios/de/montao/01.php,https,knshi.com,knshi.com,knshi,"['', '/sempre/presente/premios/de/montao/01.php']",12,58,9,5,1,0,1,1
http://n4r7u.app.link/0Axi2EKKK3,http,n4r7u.app.link,app.link,app,"['n4r7u', '/0Axi2EKKK3']",1810,32,14,3,0,0,1,1
http://paypal.co.uk.userv6a53xj6r74.settingsppup.com/id1?eml=&amp;cmd=form_submit&amp;dispatch=34xsd45423d1zmw241234zxadvzvh24af23d60,http,paypal.co.uk.userv6a53xj6r74.settingsppup.com,settingsppup.com,settingsppup,"['paypal.co.uk.userv6a53xj6r74', '/id1eml=&amp;cmd=form_submit&amp;dispatch=34xsd45423d1zmw241234zxadvzvh24af23d60']",717,133,45,12,3,0,1,1
https://missionshashank.org/boxMrenewal.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13InboxLight.aspx?n=1774256418&fid=4,https,missionshashank.org,missionshashank.org,missionshashank,"['', '/boxMrenewal.phprand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13InboxLight.aspx?n=1774256418&fid=4']",871,218,19,15,13,,1,1
http://beyondstateofmind.com/wp-content/plugins/apikey/reds.html,http,beyondstateofmind.com,beyondstateofmind.com,beyondstateofmind,"['', '/wp-content/plugins/apikey/reds.html']",352,64,21,17,1,0,1,1
https://gt3fixcndessmx29f6bnzxbblrs-my.sharepoint.com/:o:/g/personal/files_onedrivefiles_co/Eo8oHnBXPE9Jmg7I-SjEZw8BbA56WzJAVkfvvcAifSeT3g?e=sNO8jc,https,gt3fixcndessmx29f6bnzxbblrs-my.sharepoint.com,sharepoint.com,sharepoint,"['gt3fixcndessmx29f6bnzxbblrs-my', '/:o:/g/personal/files_onedrivefiles_co/Eo8oHnBXPE9Jmg7I-SjEZw8BbA56WzJAVkfvvcAifSeT3ge=sNO8jc']",7874,147,45,10,0,1,1,1
https://www.evernote.com/shard/s456/sh/7dc19f86-16e7-46b7-902f-efddf67b1108/fd604703948ad45de4a9caa2a3802fc4,https,www.evernote.com,evernote.com,evernote,"['www', '/shard/s456/sh/7dc19f86-16e7-46b7-902f-efddf67b1108/fd604703948ad45de4a9caa2a3802fc4']",7346,108,16,8,0,1,1,1
http://shrtm.nu/Qzs1,http,shrtm.nu,shrtm.nu,shrtm,"['', '/Qzs1']",2517,20,8,5,0,0,1,1
http://www.lust-auf-urlaub.net/images/smilies,http,www.lust-auf-urlaub.net,lust-auf-urlaub.net,lust-auf-urlaub,"['www', '/images/smilies']",3327,45,23,15,0,0,1,1
http://annekedekoning.com/language/en-GB/uploads/9b518ac30e6d2d5eeb850564c140280aMzIwMTIzY2EzN2I3ZWE2NjE5MTAwZjYwYTU4ZjJiMDY=/myaccount/websc_identity,http,annekedekoning.com,annekedekoning.com,annekedekoning,"['', '/language/en-GB/uploads/9b518ac30e6d2d5eeb850564c140280aMzIwMTIzY2EzN2I3ZWE2NjE5MTAwZjYwYTU4ZjJiMDY=/myaccount/websc_identity']",3871,150,18,14,0,,1,1
https://andrewcarr.org/tneket/customer_center/customer-IDPP00C117/myaccount/identity/?cmd=_session=US&332cc6822605d8fd140a168ca58d16a3&dispatch=a4a105af1aa02c1a9a2bf41599a4fcdc0c838cda,https,andrewcarr.org,andrewcarr.org,andrewcarr,"['', '/tneket/customer_center/customer-IDPP00C117/myaccount/identity/cmd=_session=US&332cc6822605d8fd140a168ca58d16a3&dispatch=a4a105af1aa02c1a9a2bf41599a4fcdc0c838cda']",4049,184,14,10,0,0,1,1
https://tradepointonline-my.sharepoint.com/:o:/g/personal/lucy_liu_trade-point_com_cn/Eqs31rgsSAlOvmdbmWtKkw8BO1DxWcMilJNVzrC5XCsNIw?e=hSLYSv,https,tradepointonline-my.sharepoint.com,sharepoint.com,sharepoint,"['tradepointonline-my', '/:o:/g/personal/lucy_liu_trade-point_com_cn/Eqs31rgsSAlOvmdbmWtKkw8BO1DxWcMilJNVzrC5XCsNIwe=hSLYSv']",7874,141,34,10,0,1,1,1
http://susai.ro/bloging/sotpie/helot-/center-gr/en.direct722/myaccount/signin,http,susai.ro,susai.ro,susai,"['', '/bloging/sotpie/helot-/center-gr/en.direct722/myaccount/signin']",4583,77,8,5,1,0,1,1
http://humani.biz/admin/contents/.set/POSBEV/,http,humani.biz,humani.biz,humani,"['', '/admin/contents/.set/POSBEV/']",3721,45,10,6,1,0,1,1
http://chatstate.000webhostapp.com/,http,chatstate.000webhostapp.com,000webhostapp.com,000webhostapp,"['chatstate', '/']",1390,35,27,13,0,0,1,1
https://surl.me/w81s,https,surl.me,surl.me,surl,"['', '/w81s']",4234,20,7,4,0,,1,1
https://atmostechnology-my.sharepoint.com/personal/amalia_atmostechnology_co_uk/_layouts/15/guestaccess.aspx?guestaccesstoken=UIYaIqprC2iKxq0mEZIrQThaIs%2fDp9MP1HYqHJKSCJ0%3d&docid=1_1cbd4797f2749435a8f30af1a3f2d36b5&wdFormId=%7B890161C9%2DEB6D%2D44FC%2D9A59%2D0E4400A27203%7D,https,atmostechnology-my.sharepoint.com,sharepoint.com,sharepoint,"['atmostechnology-my', '/personal/amalia_atmostechnology_co_uk/_layouts/15/guestaccess.aspxguestaccesstoken=UIYaIqprC2iKxq0mEZIrQThaIs%2fDp9MP1HYqHJKSCJ0%3d&docid=1_1cbd4797f2749435a8f30af1a3f2d36b5&wdFormId=%7B890161C9%2DEB6D%2D44FC%2D9A59%2D0E4400A27203%7D']",7874,276,33,10,1,1,1,1
http://southcountyclassified.com/wp-includes/chtayd_ikfdn/63695c1b01e5e1982b4fb9ca0e1f9d44/view/login.php?cmd=login_submit&amp;id=6932a09ff8d81e8f10f0e1f546efd2a36932a09ff8d81e8f10f0e1f546efd2a3&amp;session=6932a09ff8d81e8f10f0e1f546efd2a36932a09ff8d81e8f10f0e1f546efd2a3,http,southcountyclassified.com,southcountyclassified.com,southcountyclassified,"['', '/wp-includes/chtayd_ikfdn/63695c1b01e5e1982b4fb9ca0e1f9d44/view/login.phpcmd=login_submit&amp;id=6932a09ff8d81e8f10f0e1f546efd2a36932a09ff8d81e8f10f0e1f546efd2a3&amp;session=6932a09ff8d81e8f10f0e1f546efd2a36932a09ff8d81e8f10f0e1f546efd2a3']",194,271,25,21,1,,1,1
https://docs.google.com/forms/d/e/1FAIpQLSc14Q9maYNAFemKjZ1ptCgr6BvdcjllOWcm1NLDv1cD96PjAg/viewform,https,docs.google.com,google.com,google,"['docs', '/forms/d/e/1FAIpQLSc14Q9maYNAFemKjZ1ptCgr6BvdcjllOWcm1NLDv1cD96PjAg/viewform']",8203,99,15,6,0,0,1,1
http://thefantasticmom.com/images/gggg/gtex/,http,thefantasticmom.com,thefantasticmom.com,thefantasticmom,"['', '/images/gggg/gtex/']",3639,44,19,15,0,0,1,1
https://623112j4j3.codesandbox.io/index.html,https,623112j4j3.codesandbox.io,codesandbox.io,codesandbox,"['623112j4j3', '/index.html']",1193,44,25,11,1,,1,1
https://ebay.co.uk.24560962775.bid/index.php,https,ebay.co.uk.24560962775.bid,24560962775.bid,24560962775,"['ebay.co.uk', '/index.php']",29,44,26,11,3,,1,1
http://www.ktpn.kalisz.pl/read-invoice/index.php?rec=hola@alquilarmiautocaravana.com,http,www.ktpn.kalisz.pl,ktpn.kalisz.pl,ktpn,"['www', '/read-invoice/index.phprec=hola@alquilarmiautocaravana.com']",6262,84,18,4,2,0,2,1
https://danielglensv.buzz/security/aol/error.php?cmd=_account-details&amp;session=,https,danielglensv.buzz,danielglensv.buzz,danielglensv,"['', '/security/aol/error.phpcmd=_account-details&amp;session=']",5,82,17,12,1,,1,1
http://mahimalife.com/images/.verifynow/,http,mahimalife.com,mahimalife.com,mahimalife,"['', '/images/.verifynow/']",5126,40,14,10,1,0,1,1
http://www.ktpn.kalisz.pl/read-invoice/index.php?rec=festeban@electricidadesteban.com,http,www.ktpn.kalisz.pl,ktpn.kalisz.pl,ktpn,"['www', '/read-invoice/index.phprec=festeban@electricidadesteban.com']",6262,85,18,4,2,0,2,1
http://www.imeipro.info/att-imei-check.html,http,www.imeipro.info,imeipro.info,imeipro,"['www', '/att-imei-check.html']",1532,43,16,7,1,0,1,1
http://www.thefantasticmom.com/images/gggg/gtex/,http,www.thefantasticmom.com,thefantasticmom.com,thefantasticmom,"['www', '/images/gggg/gtex/']",3639,48,23,15,0,0,1,1
https://keamanan6.webnode.com/contact/,https,keamanan6.webnode.com,webnode.com,webnode,"['keamanan6', '/contact/']",7651,38,21,7,0,0,1,1
https://inclouds.prom.ua/g10206698-zhidkosti-dlya-elektronnyh,https,inclouds.prom.ua,prom.ua,prom,"['inclouds', '/g10206698-zhidkosti-dlya-elektronnyh']",4412,61,16,4,0,0,1,1
